"ID","X","Y","ph_0-30","MaxDepth"
"IGAC-VAC-CC641",-76.477985188,3.4887014944,5.48295309915375,150
"IGAC-VAC-CC642",-76.449395737,3.4891469866,7.18122720012501,150
"IGAC-VAC-CC643",-76.381277692,3.499409568,7.81254409187543,150
"IGAC-VAC-CC644",-76.429984915,3.4991808306,7.3973276993321,126
"IGAC-VAC-CC645",-76.408840215,3.494492053,7.07235083703018,127
"IGAC-VAC-CC646",-76.363211417,3.5112723812,7.34291573449682,153
"IGAC-VAC-CC648",-76.350741328,3.5397586621,7.72787983474802,150
"IGAC-VAC-CC649",-76.275908581,3.5791338756,6.29124422165418,150
"IGAC-VAC-CC650",-76.244292921,3.6742666498,6.23984124990479,150
"IGAC-VAC-CC721",-76.408090641,3.7650580791,6.53837552765952,120
"IGAC-VAC-CC722",-76.387258323,3.7054883867,8.10031723254652,110
"IGAC-VAC-CC723",-76.388925686,3.7027570045,7.65337358166617,140
"IGAC-VAC-CC724",-76.390912829,3.6907511505,7.51614619732665,130
"IGAC-VAC-CC725",-76.355881979,3.7034000498,7.86463814008322,130
"IGAC-VAC-CC726",-76.356630875,3.6902009809,6.85035609534307,90
"IGAC-VAC-CC727",-76.344238441,3.780031414,7.89214855971252,150
"IGAC-VAC-CC728",-76.349154636,3.7945214185,7.48278264908267,130
"IGAC-VAC-CC729",-76.312248611,3.7076516786,6.88894204509121,125
"IGAC-VAC-CC730",-76.310770393,3.7160585335,7.9165667291827,110
"IGAC-VAC-CC731",-76.296397682,3.7016678422,7.18082774375425,120
"IGAC-VAC-CC732",-76.303998477,3.6354080985,7.94323975949765,125
"IGAC-VAC-CC733",-76.300912971,3.6336239123,6.59110595514308,85
"IGAC-VAC-CC734",-76.310407791,3.6140011548,7.99028551799552,130
"IGAC-VAC-CC735",-76.312228319,3.6111815091,7.27912310830766,135
"IGAC-VAC-CC736",-76.322371551,3.6110910492,7.08215088351939,120
"IGAC-VAC-CC737",-76.322412035,3.6162543924,7.00750580983657,120
"IGAC-VAC-CC738",-76.334593041,3.6267808791,7.57891848828029,135
"IGAC-VAC-CC739",-76.330785234,3.6335240498,7.03373863989517,135
"IGAC-VAC-CC740",-76.234119607,3.6219619441,7.44789367057896,125
"IGAC-VAC-CC741",-76.212685711,3.631403033,6.2,15
"IGAC-VAC-CC753",-76.545218491,3.2896083255,6.14355457519581,125
"IGAC-VAC-CC754",-76.546517566,3.2901990173,5.51936024930474,125
"IGAC-VAC-CC755",-76.544481555,3.3035891475,6.1356406756805,72
"IGAC-VAC-CC801",-76.404591899,3.750784172,6.92622494766498,120
"IGAC-VAC-CC802",-76.406678748,3.7745709428,7.20282099273424,120
"IGAC-VAC-CC803",-76.376012204,3.7940081257,7.55871633066369,105
"IGAC-VAC-CC804",-76.372050608,3.7832025078,7.60584692014705,120
"IGAC-VAC-CC805",-76.417031187,3.690405815,7.94005059526472,130
"IGAC-VAC-CC806",-76.412364096,3.6733721374,8.03258640065516,140
"IGAC-VAC-CC808",-76.362379356,3.6395754903,7.48394413842471,130
"IGAC-VAC-CC809",-76.345745279,3.735980743,7.26444385688482,145
"IGAC-VAC-CC81",-76.461403957,3.6395242747,7.80650711555421,125
"IGAC-VAC-CC810",-76.366532918,3.7418635685,8.18055487436433,120
"IGAC-VAC-CC811",-76.310467615,3.7591871189,7.19810524682645,140
"IGAC-VAC-CC812",-76.275768212,3.6227523186,6.89876462218794,115
"IGAC-VAC-CC813",-76.284977714,3.6499021134,6.97419567816571,132
"IGAC-VAC-CC814",-76.258228273,3.7695005387,6.2091759121588,100
"IGAC-VAC-CC815",-76.2654214,3.7686395792,6.49918283381963,145
"IGAC-VAC-CC816",-76.365216675,3.3239503906,7.19083600419271,160
"IGAC-VAC-CC817",-76.362174955,3.2997327711,6.80321440500881,126
"IGAC-VAC-CC818",-76.348415287,3.3073240783,6.78811339740048,130
"IGAC-VAC-CC82",-76.465336337,3.6456513273,8.30406026400197,125
"IGAC-VAC-CC820",-76.213614666,4.1758721345,7.12853913928741,120
"IGAC-VAC-CC822",-76.37559004,3.3352956088,6.5796202151876,150
"IGAC-VAC-CC829",-76.223331439,3.3656754663,6.08098100173217,140
"IGAC-VAC-CC83",-76.426555383,3.6335464783,7.79417683096721,150
"IGAC-VAC-CC830",-76.219884565,3.3613236462,6.08308322398609,140
"IGAC-VAC-CC831",-76.221800917,3.3551518513,6.54706609806105,120
"IGAC-VAC-CC832",-76.227606214,3.3408266018,6.34675217086968,150
"IGAC-VAC-CC833",-76.243322104,3.3328043975,6.80955219852851,155
"IGAC-VAC-CC834",-76.303267891,3.3451616236,6.25383209080532,150
"IGAC-VAC-CC836",-76.303093469,3.7208011063,7.57437000559598,150
"IGAC-VAC-CC837",-76.414568318,3.6809746492,7.64362168082668,154
"IGAC-VAC-CC838",-76.364139162,3.6448428226,7.63031856679758,160
"IGAC-VAC-CC84",-76.430354131,3.6301073671,7.5046913085464,150
"IGAC-VAC-CC85",-76.435175178,3.6185172628,7.15348015077597,150
"IGAC-VAC-CC87",-76.435475663,3.6320177779,8.22786133204648,130
"IGAC-VAC-CC88",-76.440933331,3.5890111916,8.62418562627766,150
"IGAC-VAC-CC881",-76.287982458,4.1328712782,6.15711069951197,150
"IGAC-VAC-CC882",-76.281313701,4.1304490066,6.08193159953129,150
"IGAC-VAC-CC883",-76.305413526,4.0376520034,6.42031671846542,170
"IGAC-VAC-CC884",-76.276347407,4.1215147709,6.79973186784724,150
"IGAC-VAC-CC885",-76.287555799,4.0178852501,7.82925099541493,110
"IGAC-VAC-CC886",-76.283968093,4.0246794519,7.2705044954002,160
"IGAC-VAC-CC887",-76.23784776,4.114662518,7.00141326759149,100
"IGAC-VAC-CC888",-76.240764427,4.1045378523,7.03684916861659,150
"IGAC-VAC-CC889",-76.205773728,4.0850218558,6.58640156206845,121
"IGAC-VAC-CC89",-76.421182524,3.6519418352,7.80280345709339,150
"IGAC-VAC-CC890",-76.241871636,4.0963168459,7.24328951924728,100
"IGAC-VAC-CC891",-76.285788788,4.0365671384,6.96293432823781,150
"IGAC-VAC-CC892",-76.302938933,4.0458169877,7.49888960666807,150
"IGAC-VAC-CC893",-76.309099981,3.9786984948,8.10090200595583,98
"IGAC-VAC-CC895",-76.317703401,3.3335647571,6.19019577603636,170
"IGAC-VAC-CC896",-76.305739129,3.3312024621,6.53197936003463,115
"IGAC-VAC-CC897",-76.228336756,3.3053312176,6.26735524176539,100
"IGAC-VAC-CC899",-76.31153439,4.0455002028,6.90661777834297,130
"IGAC-VAC-CC90",-76.438625411,3.6023604018,7.85330249013658,145
"IGAC-VAC-CC91",-76.450195344,3.6084186745,6.42210886071603,160
"IGAC-VAC-CC914",-76.283921666,4.0125425496,7.51028645671531,140
"IGAC-VAC-CC915",-76.319530562,3.9432597944,6.16802094859513,120
"IGAC-VAC-CC916",-76.286374068,4.0809277268,7.66295224651614,120
"IGAC-VAC-CC917",-76.351060581,3.7269265446,7.9214372841665,130
"IGAC-VAC-CC92",-76.407781895,3.5993079275,7.74109686333357,145
"IGAC-VAC-CC93",-76.42704738,3.6025018605,8.20415912297295,135
"IGAC-VAC-CC94",-76.452841231,3.634512209,8.10174958103838,160
"IGAC-VAC-CC95",-76.455450016,3.6501579545,6.73360922160438,125
"IGAC-VAC-CC96",-76.324533011,3.6094562474,8.17974111114528,130
"IGAC-VAC-CC967",-76.249014261,3.3072281127,5.64741148923436,150
"IGAC-VAC-D-10",-76.7064463397048,3.65583258939646,6.2,10
"IGAC-VAC-D-11",-76.7227945011955,3.49090976331565,4.87016528546051,130
"IGAC-VAC-D-15",-76.7271844605371,3.67991408646586,4.63818467265072,120
"IGAC-VAC-D-17",-76.7102371321227,3.75921545469258,6.00021682655921,32
"IGAC-VAC-D-19",-76.6622203830966,3.46664863071773,5.26441160461413,128
"IGAC-VAC-D-22",-76.7211571423765,3.62643937135642,5.09767148213089,150
"IGAC-VAC-D-23",-76.7111105099461,3.60851169318106,6.10490613188635,83
"IGAC-VAC-D-24",-76.6907357669189,3.6019738625458,5.7,140
"IGAC-VAC-D-26",-76.6920756854889,3.66677759042663,7.5413878479057,116
"IGAC-VAC-D-28",-76.6726596243948,3.76411783121964,7.50747960610329,120
"IGAC-VAC-D-29",-76.6750086020413,3.66828913162467,5.97493103680683,125
"IGAC-VAC-D-3",-76.8089625115655,3.59276649914704,4.91124493599563,84
"IGAC-VAC-D-6",-76.7148704171397,3.56989887811999,6.2050701850778,120
"IGAC-VAC-D-7",-76.7192211736144,3.5835015806023,5.96594208532414,64
"IGAC-VAC-P-13",-76.9035850247144,3.90379797893118,5.14576566113793,145
"IGAC-VAC-P-14A",-76.5663692800691,3.69037859661681,5.4903065222282,123
"IGAC-VAC-P-15A",-76.5812503939749,3.68709556032752,5.27713217655919,110
"IGAC-VAC-P-16A",-76.653723201495,3.28831385870219,5.15661263373488,33
"IGAC-VAC-P-18",-77.0634995540789,4.04610443266401,4.47827105260032,150
"IGAC-VAC-P-27",-76.6386072763344,3.328106027619,6.29466968168841,36
"IGAC-VAC-P-29",-76.572827133829,3.66789245353476,5.79126045358156,100
"IGAC-VAC-P-2A",-76.6065068429092,3.18643045177921,5.00231114631323,110
"IGAC-VAC-P-3",-76.8347494152698,3.5926835671461,4.48667063416059,90
"IGAC-VAC-P-31",-77.174585841669,3.45643994177148,6.32874092396311,125
"IGAC-VAC-P-3A",-76.5225569704285,3.50483606699061,4.69201224402837,70
"IGAC-VAC-P-9A",-76.5789190052089,3.38975961546015,4.89993368733423,62
"IGAC-VAC-PC-23",-77.1225305816772,3.38540752045257,5.12038817583049,150
"IGAC-VAC-PC-27",-77.0942926697157,3.41619184191068,4.80223601242694,130
"IGAC-VAC-PN-36",-77.4090119223353,3.29752653138274,4.20020823947911,100
"IGAC-VAC-PN-40",-77.449857060408,3.308952113459,5.44424922917435,140
"IGAC-VAC-PO-11",-76.0231562949131,4.75861217333842,6.63701175241869,150
"IGAC-VAC-PO-15",-76.1790347300596,4.65150636595868,6.65391615454427,160
"IGAC-VAC-PO-20",-76.1809453927698,4.831661483033,4.91183373071048,138
"IGAC-VAC-PO-22",-76.0946388625048,4.6120118350496,6.17440538968446,90
"IGAC-VAC-PO-26",-76.3615083991299,4.03332879093346,6.36563344355258,150
"IGAC-VAC-PO-32",-76.2866604461637,4.2069536767697,5.44618712110898,60
"IGAC-VAC-PO-33",-76.2959889383733,4.16416558196441,5.78300616688661,40
"IGAC-VAC-PO-34",-76.2956247976053,4.35349441220378,6.15487811751933,136
"IGAC-VAC-PO-41",-76.2765909429126,4.27655117482938,5.8940926842532,145
"IGAC-VAC-PO-46",-76.3834283070854,4.12369260665996,5.5285723947657,112
"IGAC-VAC-PO-48",-76.2348766760196,4.38333076791717,6.1059906780463,76
"IGAC-VAC-PO-51",-76.2464805555885,4.51772030669613,6.58157806907089,120
"IGAC-VAC-PO-56",-76.4664521508442,3.94553816260657,5.57533496871734,150
"IGAC-VAC-PO-60",-76.4600579603565,3.93542356422443,5.36925717293441,145
"IGAC-VAC-PO-61",-76.4594182974897,3.95999225298547,5.72690049301797,150
"IGAC-VAC-UN-1",-76.286622083,3.5627263522,5.81797108718543,155
"IGAC-VAC-UN-11",-76.313888889,3.9277777778,6.12155283515277,150
"IGAC-VAC-UN-2",-76.289166667,4.0719444444,6.84466760885627,100
"IGAC-VAC-UN-4",-76.434722222,3.5041666667,7.73567864892925,150
"IGAC-VAC-UN-5",-76.355555556,3.7958333333,7.87751646324606,150
"IGAC-VAC-UN-6",-76.277777778,3.5833333333,6.60351736645799,150
"IGAC-VAC-UN-7",-76.24722,3.67778,6.3158592053444,150
"IGAC-VAC-VC-3",-76.8411214075816,3.45737055135326,5.0180911088467,150
"IGAC-VAC-VC-558",-77.0638320287642,3.73032167400063,5.44289209219799,150
"IGAC-VAC-VC-573",-77.0536202143198,4.05464998082558,4.48624372615619,150
"IGAC-VAC-VG-49",-77.3262895895961,4.17402967618516,5.39806574872338,56
"IGAC-VAC-VL-724",-77.4206209854608,4.1394143186911,4.86659397375765,83
